fencer_id,fencer_name,gender,weapon,tournament_name,event_id,event_name,date,seed,place,field_size,rating
100139257,OXENREIDER Tierna A.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",18,23,135,A24
100118181,GUZZI VINCENTI Margherita A.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",1,3,135,A23
100251493,"Liu, Charlene (Kai)",F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",8,10,200,A23
100215615,WITTER Catherine A.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",73,82,200,A23
100192844,RATZLAFF Jocelyn T.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",35,59,200,B23
100227601,TOLSMA Chloe (CJ),F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",39,58,200,A23
100142676,PIRKOWSKI Amanda L.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",21,33,200,A23
100225740,NGUYEN Tallulah,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",44,44,200,A23
100227342,LIU Nicole,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",151,96,200,B23
100249145,CHEN Lefu,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",79,29,200,A23
100175619,MACHULSKY Leehi,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",25,7,200,A23
100139257,"Oxenreider, Tierna",F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",11,2,218,A24
100263835,CHUANG Ramona,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",207,196,218,C23
100202939,HAFEEZ Hiba,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",75,49,218,A24
100231826,BUSH emma,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",54,187,218,B23
100205537,NELSON Grace E.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",194,164,218,C24
100216035,RUNIONS Emersyn,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",118,101,218,A23
100173437,DORVAL Anne-Marie,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",137,53,218,B24
100238120,DALEY Keira,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",146,117,218,B24
100274704,HONG Elaine,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",92,52,218,A24
100234946,PROFIS Liora,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",96,24,218,A24
100296476,LEE Natasha,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",40,13,218,A24
100209745,PECK Maia A.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",156,8,218,B24
100167350,HUSISIAN Hadley N.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",1,3,218,A24
100139257,"Oxenreider, Tierna",F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",8,1,155,A24
100227610,ELSTON Sophia,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",131,31,155,B23
100284020,NGUYEN Audrey,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",148,114,155,C24
100252344,YAO Melinda,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",54,117,155,A24
100145767,REID Anousheh,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",100,74,155,A22
100249145,CHEN Lefu,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",39,93,155,A24
100259686,WANG Ziqi (yoyo),F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",68,54,155,A24
100204786,ZHANG Victoria R.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",41,25,155,A23
100175619,MACHULSKY Leehi,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",4,11,155,A24
100164738,WATRALL Christina,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",19,7,155,A23
100214049,HU Grace,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",36,3,155,A22
100202939,HAFEEZ Hiba,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",98,111,135,B24
100203723,CHI Chelsea,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",102,66,135,B24
100308304,EDWARDS Auprell,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",83,106,135,A23
100305606,WANG Zoe,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",58,84,135,A24
100297434,BASRALIAN Azniv,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",68,104,135,A24
100216801,SWENSON Nikita G.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",55,43,135,B23
100139257,"Oxenreider, Tierna",F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",14,12,200,A23
100206857,MEHROTRA Anya,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",66,89,200,A23
100131454,WELLS Tesla M.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",120,68,200,B23
100230661,MAO Amy,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",76,28,200,A23
100215538,WEBER Nora,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",163,27,200,B22
100237543,ZIGALO Elizabeth,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",16,50,200,A23
100189337,JOYCE Michaela,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",11,20,200,A23
100142676,"Pirkowski, Amanda",F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",21,9,218,A23
100196898,CALDERA Lexi I.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",85,59,218,A24
100301883,GARIKIPATI Thansi,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",172,147,218,B23
100344125,LAMBRINO Patricia Maria,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",187,213,218,C24
100185548,CHIRASHNYA Mika,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",149,167,218,B24
100297434,BASRALIAN Azniv,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",108,87,218,A24
100264215,FENG Ge,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",44,54,218,A24
100163057,SMUK Daria A.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",76,121,218,A24
100213118,KWON Athina,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",179,21,218,B22
100060330,VAN BRUMMEN Anna C.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",110,6,218,A24
100142676,"Pirkowski, Amanda",F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",15,29,155,A23
100212831,DOROSHKEVICH Victoria,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",61,87,155,A24
100252722,KUMAR Anusha,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",124,140,155,B23
100159185,YU Nicole J.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",77,20,155,A24
100172514,WANG Elizabeth,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",99,121,155,A22
100259479,BRUNSON Nile,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",152,110,155,C24
100231057,YANG Alisa,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",32,37,155,A24
100130909,KUNJAN Lena R.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",63,70,155,A24
100336181,ZHOU Wenjun,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",155,64,155,C22
100327613,KHARCHYNA Polina,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",21,6,155,A23
100142676,"Pirkowski, Amanda",F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",19,60,135,A23
100297992,MARTINEZ Christina,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",99,107,135,B24
100309231,CAMPBELL Eva,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",103,89,135,B24
100203484,SHIV Avni,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",61,24,135,A24
100216150,GAJJALA Sharika R.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",22,28,135,A24
100210142,DAMRATOSKI Anna Z.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",64,71,135,A23
100249592,KORFONTA Jolie,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",31,21,135,A24
100189337,"Joyce, Michaela",F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",12,7,218,A24
100300053,UNGURIANU Nika,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",208,205,218,C23
100159185,YU Nicole J.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",53,57,218,A24
100284020,NGUYEN Audrey,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",182,183,218,C24
100213556,CAPELLUA Mariasole,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",117,69,218,A23
100314551,SUN Zeyu,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",138,104,218,B24
100233151,FERREIRA DE MELO Adriana,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",82,29,218,A24
100252344,YAO Melinda,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",62,12,218,A24
100189337,"Joyce, Michaela",F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",6,34,155,A24
100213556,CAPELLUA Mariasole,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",87,108,155,A23
100216801,SWENSON Nikita G.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",51,139,155,B24
100313328,XIAO Nancy,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",134,141,155,B23
100210841,LAN Alice S.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",142,43,155,B23
100215228,RANDLEMAN Teresa,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",98,95,155,A23
100167871,JAKEL Sophia N.,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",17,14,155,A24
100189337,"Joyce, Michaela",F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",13,2,135,A24
100322974,SEREGIN Katya,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",108,95,135,B24
100164738,WATRALL Christina,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",27,19,135,A23
100249173,YILMAZ Pinar,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",69,68,135,A24
100249561,HUANG Lanlan,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",134,134,135,C22
100176019,GEBALA Natalie Brooke A.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",94,61,135,A22
100216822,KOWALSKY Rachel A.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",53,82,135,A21
100253229,PEHLIVANI Zara,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",92,46,135,A22
100201801,GU Sarah,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",8,10,135,A24
100173582,SEBASTIAN Felicity A.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",20,7,135,A22
100167350,HUSISIAN Hadley N.,F,epee,Division 1/Parafencing National Championships + April NAC,23895,Div I Women's Épée,"April 26, 2024",2,1,135,A23
100240603,SMOTRITSKY Mia,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",77,90,200,A23
100090972,HAMILTON Pauline S.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",159,57,200,B22
100172515,WANG Karen,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",18,63,200,A23
100190454,LUO Ashley,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",60,36,200,A23
100256654,BECKMAN Ana,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",75,40,200,A23
100203998,SMUK Alexandra S.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",96,69,200,A23
100043813,BASSA Francesca A.,F,epee,January NAC,21183,Div I Women's Épée,"January 7, 2024",10,53,200,A23
100157115,MILEWSKI Nicole,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",49,99,218,A23
100275593,MURPHY Katherine,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",213,169,218,C23
100259686,WANG Ziqi (yoyo),F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",80,76,218,A24
100347325,HUREL Bertille,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",140,78,218,B24
100197999,POTAPENKO Margarita D.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",112,185,218,A23
100198963,SMITH Grace L.,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",178,47,218,B22
100181434,PAPADAKIS Lily,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",115,131,218,A23
100327613,KHARCHYNA Polina,F,epee,October NAC,26598,Div I Women's Épée,"October 7, 2024",30,27,218,A24
100167902,"Lin, Jessica",F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",11,3,155,A23
100309231,CAMPBELL Eva,F,epee,National Championships and July Challenge (Summer Nationals),25107,Div I Women's Épée,"June 29, 2024",104,113,155,B24
